Date,Site,Transect,Distance,Spp.,Height (m),DBH (cm),Seedling?,Herbivory?,Epiphytes,Species Counts,
9/8/11,SBLAS,2,37.1,dead stump,,,,,,,
9/8/11,SBLAS,2,27.4,dead stump,,,,,,,
9/8/11,SBLAS,2,27.1,dead stump,,,,,,,
9/8/11,SBLAS,2,2.5,dead stump,,,,,,,
9/8/11,SBLAS,2,0.3,dead stump,,,,,,,
9/8/11,SBLAS,1,5,deer scat,,,,,,,
9/8/11,SBLAS,2,32.2,deer scat,,,,,,,
9/8/11,SBLAS,2,11.8,deer scat,,,,,,,
9/8/11,SBLAS,2,35,end of grassy patch,,,,,,,
9/8/11,SBLAS,2,20.7,EURE,0.6,,,,,1,
9/8/11,SBLAS,1,25.9,EUTH,5.1,,,,PASU,1,
9/8/11,SBLAS,1,22.5,FIPR,,,,,,1,
9/8/11,SBLAS,2,33.1,FLIN,0.3,,,YES,,1,
9/8/11,SBLAS,1,46.7,GUMA,,,1,,,59,
9/8/11,SBLAS,1,46.3,GUMA,,,1,,,59,
9/8/11,SBLAS,1,18.6,GUMA,,,1,,,59,
9/8/11,SBLAS,1,7.4,GUMA,,,1,,,59,
9/8/11,SBLAS,1,5.7,GUMA,,,1,,,59,
9/8/11,SBLAS,1,5,GUMA,,,1,,,59,
9/8/11,SBLAS,2,23.9,GUMA,,,1,,,59,
9/8/11,SBLAS,2,15.1,GUMA,,,1,,,59,
9/8/11,SBLAS,2,4.9,GUMA,,,1,,,59,
9/8/11,SBLAS,1,46.2,GUMA,,,2,,,59,
9/8/11,SBLAS,1,42.9,GUMA,,,2,,,59,
9/8/11,SBLAS,1,28.9,GUMA,,,2,,,59,
9/8/11,SBLAS,2,14.5,GUMA,,,2,,,59,
9/8/11,SBLAS,2,14,GUMA,,,2,,,59,
9/8/11,SBLAS,1,45,GUMA,,,4,,,59,
9/8/11,SBLAS,1,44,GUMA,,,4,,,59,27
9/8/11,SBLAS,1,43,GUMA,6.1,,,,small Asplenium nidus,59,
9/8/11,SBLAS,1,45.6,GUMA,2.2,,,,,59,
9/8/11,SBLAS,1,40.5,GUMA,0.2,,,,,59,
9/8/11,SBLAS,1,39.3,GUMA,3.8,,,,,59,
9/8/11,SBLAS,1,29.3,GUMA,0.2,,,,,59,
9/8/11,SBLAS,1,27.9,GUMA,4.6,,,,,59,
9/8/11,SBLAS,1,20.9,GUMA,5,,,,,59,
9/8/11,SBLAS,1,20.6,GUMA,4.8,,,,,59,
9/8/11,SBLAS,1,19.9,GUMA,4.9,,,,,59,
9/8/11,SBLAS,1,16.5,GUMA,0.3,,,,,59,
9/8/11,SBLAS,1,14.3,GUMA,0.3,,,,,59,
9/8/11,SBLAS,1,8.1,GUMA,4.2,,,,,59,
9/8/11,SBLAS,1,5.2,GUMA,0.5,,,,,59,
9/8/11,SBLAS,1,5.2,GUMA,0.3,,,,,59,
9/8/11,SBLAS,1,2.7,GUMA,5.8,,,,,59,
9/8/11,SBLAS,1,2.7,GUMA,0.3,,,,,59,
9/8/11,SBLAS,2,34.8,GUMA,0.7,,,,lichen,59,
9/8/11,SBLAS,2,37.6,GUMA,8,,,,,59,
9/8/11,SBLAS,2,35.1,GUMA,0.4,,,,,59,
9/8/11,SBLAS,2,33.8,GUMA,0.8,,,,,59,
9/8/11,SBLAS,2,33.5,GUMA,1.9,,,,,59,
9/8/11,SBLAS,2,25.4,GUMA,5.5,,,,,59,
9/8/11,SBLAS,2,22.8,GUMA,6,,,,,59,
9/8/11,SBLAS,2,22,GUMA,6.3,,,,,59,
9/8/11,SBLAS,2,21.1,GUMA,4,,,,,59,
9/8/11,SBLAS,2,16.1,GUMA,6.1,,,,,59,
9/8/11,SBLAS,2,14.8,GUMA,0.3,,,,,59,
9/8/11,SBLAS,2,14.6,GUMA,7.9,,,,,59,
9/8/11,SBLAS,2,13.9,GUMA,7,,,,,59,
9/8/11,SBLAS,2,11.8,GUMA,0.3,,,,,59,
9/8/11,SBLAS,2,9.6,GUMA,4.8,,,,,59,
9/8/11,SBLAS,2,5.1,GUMA,2,,,,,59,
9/8/11,SBLAS,2,3.7,HELO,11,,,,,1,
9/8/11,SBLAS,1,34.6,INBI,10?,,,,"POSC, ASNI, FIPR",2,
9/8/11,SBLAS,2,11.5,INBI,7,,,,,2,
9/8/11,SBLAS,1,22.6,MAOD,7.5,,,,ASPO,6,
9/8/11,SBLAS,1,23.2,MAOD,6,,,,,6,
9/8/11,SBLAS,1,22,MAOD,0.5,,,,,6,
9/8/11,SBLAS,2,30.9,MAOD,3.7,,,,ASNI,6,
9/8/11,SBLAS,2,5.9,MAOD,9,,,,POSC,6,
9/8/11,SBLAS,2,8.9,MAOD,0.6,,,,,6,
9/8/11,SBLAS,1,47.9,MATH,,,1,,,26,
9/8/11,SBLAS,1,43.2,MATH,,,1,,,26,
9/8/11,SBLAS,1,34.7,MATH,,,1,,,26,
9/8/11,SBLAS,1,3.3,MATH,,,1,,,26,
9/8/11,SBLAS,1,2.7,MATH,,,1,,,26,
9/8/11,SBLAS,1,1.2,MATH,,,1,,,26,
9/8/11,SBLAS,2,36.9,MATH,,,1,,,26,
9/8/11,SBLAS,2,36.1,MATH,,,1,,,26,
9/8/11,SBLAS,2,34.1,MATH,,,1,,,26,
9/8/11,SBLAS,2,32.4,MATH,,,1,,,26,
9/8/11,SBLAS,2,24.3,MATH,,,1,,,26,
9/8/11,SBLAS,2,21.2,MATH,,,1,,,26,
9/8/11,SBLAS,1,45.1,MATH,,,2,,,26,
9/8/11,SBLAS,1,45,MATH,,,2,,,26,
9/8/11,SBLAS,2,35.5,MATH,,,2,,,26,
9/8/11,SBLAS,2,33,MATH,,,2,,,26,20
9/8/11,SBLAS,1,47.1,MATH,8.5,,,,,26,
9/8/11,SBLAS,2,49.2,MATH,0.3,,,,,26,
9/8/11,SBLAS,2,47.7,MATH,0.5,,,,,26,
9/8/11,SBLAS,2,35.4,MATH,0.6,,,,,26,
9/8/11,SBLAS,2,34.4,MATH,0.3,,,,,26,
9/8/11,SBLAS,2,25.8,MATH,12,,,,,26,
9/8/11,SBLAS,1,26.3,NEOP,,,1,,,32,
9/8/11,SBLAS,1,16.3,NEOP,,,1,,,32,
9/8/11,SBLAS,2,7.5,NEOP,,,1,,,32,
9/8/11,SBLAS,2,6.1,NEOP,,,1,,,32,
9/8/11,SBLAS,2,5.3,NEOP,,,1,,,32,
9/8/11,SBLAS,2,3.7,NEOP,,,1,,,32,
9/8/11,SBLAS,1,24.7,NEOP,,,2,,,32,
9/8/11,SBLAS,1,18.4,NEOP,,,2,,,32,
9/8/11,SBLAS,2,8,NEOP,,,2,,,32,
9/8/11,SBLAS,2,6.9,NEOP,,,2,,,32,
9/8/11,SBLAS,1,18,NEOP,,,3,,,32,
9/8/11,SBLAS,1,17,NEOP,,,3,,,32,20
9/8/11,SBLAS,1,12.8,NEOP,2.1,,,,PASU,32,
9/8/11,SBLAS,1,20.2,NEOP,0.3,,,,,32,
9/8/11,SBLAS,1,16.7,NEOP,0.4,,,,,32,
9/8/11,SBLAS,1,16.2,NEOP,1.5,,,,,32,
9/8/11,SBLAS,1,14.6,NEOP,1,,,,,32,
9/8/11,SBLAS,2,7.6,NEOP,0.3,,,,,32,
9/8/11,SBLAS,2,4.6,NEOP,8.2,,,,,32,
9/8/11,SBLAS,2,4,NEOP,3.1,,,,,32,
9/8/11,SBLAS,2,3.1,NEOP,1.1,,,,,32,
9/8/11,SBLAS,2,2.9,NEOP,10,,,,,32,
9/8/11,SBLAS,2,0.8,NEOP,4.2,,,,,32,
9/8/11,SBLAS,2,0.7,NEOP,1.5,,,,,32,
9/8/11,SBLAS,2,31.2,Nervilia,,,1,,,3,
9/8/11,SBLAS,2,30.5,Nervilia,,,1,,,3,
9/8/11,SBLAS,2,27.7,Nervilia,,,,,,3,
9/8/11,SBLAS,1,5.7,OCMA,,,2,,,45,
9/8/11,SBLAS,1,6,OCMA,,,4,,,45,
9/8/11,SBLAS,1,7,OCMA,,,5,,,45,
9/8/11,SBLAS,1,1,OCMA,,,5,,,45,
9/8/11,SBLAS,1,1,OCMA,,,5,,,45,
9/8/11,SBLAS,1,0,OCMA,,,5,,,45,
9/8/11,SBLAS,1,2,OCMA,,,6,,,45,32
9/8/11,SBLAS,1,7.9,OCMA,5.1,,,,,45,
9/8/11,SBLAS,1,7.7,OCMA,6.8,,,,,45,
9/8/11,SBLAS,1,6.6,OCMA,0.4,,,,,45,
9/8/11,SBLAS,1,6.2,OCMA,0.3,,,,,45,
9/8/11,SBLAS,1,2.7,OCMA,0.3,,,,,45,
9/8/11,SBLAS,1,2.1,OCMA,0.7,,,,,45,
9/8/11,SBLAS,1,2,OCMA,0.5,,,,,45,
9/8/11,SBLAS,1,1.5,OCMA,0.4,,,,,45,
9/8/11,SBLAS,1,1.4,OCMA,0.6,,,,,45,
9/8/11,SBLAS,1,0.9,OCMA,0.4,,,,,45,
9/8/11,SBLAS,1,0.5,OCMA,0.4,,,,,45,
9/8/11,SBLAS,2,42.9,OCMA,1.2,,,,,45,
9/8/11,SBLAS,2,41.4,OCMA,0.6,,,,,45,
9/8/11,SBLAS,1,28.7,PASU,,,1,,,28,
9/8/11,SBLAS,1,4.1,PASU,,,1,,,28,
9/8/11,SBLAS,1,3.1,PASU,,,1,,,28,
9/8/11,SBLAS,2,37.6,PASU,,,1,,,28,
9/8/11,SBLAS,2,20.8,PASU,,,1,,,28,
9/8/11,SBLAS,2,7.9,PASU,,,1,,,28,
9/8/11,SBLAS,1,31.5,PASU,,,2,,,28,
9/8/11,SBLAS,1,30,PASU,,,2,,,28,
9/8/11,SBLAS,1,29,PASU,,,2,,,28,
9/8/11,SBLAS,1,28.4,PASU,,,2,,,28,
9/8/11,SBLAS,1,6.5,PASU,,,2,,,28,
9/8/11,SBLAS,2,19.2,PASU,,,2,,,28,
9/8/11,SBLAS,1,35.5,PASU,,,3,,,28,
9/8/11,SBLAS,1,34.5,PASU,,,3,,,28,24
9/8/11,SBLAS,1,37.4,PASU,,,,,,28,
9/8/11,SBLAS,1,30.2,PASU,0.3,,,,,28,
9/8/11,SBLAS,1,13.3,PASU,,,,,,28,
9/8/11,SBLAS,1,11.7,PASU,,,,,,28,
9/8/11,SBLAS,2,10.4,PATE,5.6,,,,,1,
9/8/11,SBLAS,2,40.2,pig scat,,,,,,0,
9/8/11,SBLAS,2,48.4,PIMI,,,,,,1,
9/8/11,SBLAS,1,37.9,POSC,0.05,,,,,22,
9/8/11,SBLAS,1,29.7,POSC,0.1,,,,,22,
9/8/11,SBLAS,1,13.1,POSC,0.2,,,,,22,
9/8/11,SBLAS,1,13.1,POSC,0.1,,,,,22,
9/8/11,SBLAS,1,12.8,POSC,0.1,,,,,22,
9/8/11,SBLAS,1,11.9,POSC,0.05,,,,,22,
9/8/11,SBLAS,1,11.4,POSC,0.1,,,,,22,
9/8/11,SBLAS,1,11.3,POSC,0.05,,,,,22,
9/8/11,SBLAS,1,8.8,POSC,0.05,,,,,22,
9/8/11,SBLAS,1,8.6,POSC,0.05,,,,,22,
9/8/11,SBLAS,1,8.6,POSC,0.05,,,,,22,
9/8/11,SBLAS,1,7.3,POSC,0.05,,,,,22,
9/8/11,SBLAS,1,7.3,POSC,0.05,,,,,22,
9/8/11,SBLAS,1,7.3,POSC,0.05,,,,,22,
9/8/11,SBLAS,1,4.3,POSC,0.05,,,,,22,
9/8/11,SBLAS,1,4.3,POSC,0.05,,,,,22,
9/8/11,SBLAS,1,4.3,POSC,0.05,,,,,22,
9/8/11,SBLAS,1,3.8,POSC,0.1,,,,,22,
9/8/11,SBLAS,2,35,POSC,0.05,,,,,22,
9/8/11,SBLAS,2,34.2,POSC,0.05,,,,,22,
9/8/11,SBLAS,2,33,POSC,0.05,,,,,22,
9/8/11,SBLAS,2,31.6,POSC,0.1,,,,,22,
9/8/11,SBLAS,2,29.6,Pyrrosia,,,,,,1,
9/8/11,SBLAS,1,2.3,rooting,,,,,,,
9/8/11,SBLAS,2,50,start in grassy patch,,,,,,,
9/8/11,SBLAS,2,42.2,TRTR,0.4,,,,,4,
9/8/11,SBLAS,2,41.4,TRTR,1.1,,,,,4,
9/8/11,SBLAS,2,40.6,TRTR,0.9,,,,,4,
9/8/11,SBLAS,2,39.5,TRTR,0.7,,,,,4,
9/8/11,SBLAS,1,36,unknown,,,1,,,2,
9/8/11,SBLAS,2,5.1,unknown,,,1,,,2,
7/19/11,SWITCHBACKS,2,49.3,AGMA,,,1,,,34,
7/19/11,SWITCHBACKS,2,38.1,AGMA,,,1,,,34,
7/19/11,SWITCHBACKS,2,32.1,AGMA,,,1,,,34,
7/19/11,SWITCHBACKS,2,48.1,AGMA,,,2,,,34,
7/19/11,SWITCHBACKS,2,38,AGMA,,,2,,,34,
7/19/11,SWITCHBACKS,2,37,AGMA,,,2,,,34,
7/19/11,SWITCHBACKS,2,36.7,AGMA,,,2,,,34,
7/19/11,SWITCHBACKS,2,34.7,AGMA,,,2,,,34,
7/19/11,SWITCHBACKS,2,31,AGMA,,,2,,,34,
7/19/11,SWITCHBACKS,2,30.7,AGMA,,,2,,,34,
7/19/11,SWITCHBACKS,2,30,AGMA,,,2,,,34,
7/19/11,SWITCHBACKS,2,35.6,AGMA,,,3,,,34,
7/19/11,SWITCHBACKS,2,30,AGMA,,,3,,,34,
7/19/11,SWITCHBACKS,2,29,AGMA,,,3,,,34,
7/19/11,SWITCHBACKS,2,29,AGMA,,,3,,,34,
7/19/11,SWITCHBACKS,2,28,AGMA,,,3,,,34,34
7/19/11,SWITCHBACKS,1,39.5,CHOD,,,1,,,38,
7/19/11,SWITCHBACKS,1,34.6,CHOD,,,1,,,38,
7/19/11,SWITCHBACKS,1,30.3,CHOD,,,1,,,38,
7/19/11,SWITCHBACKS,2,44.6,CHOD,,,1,,,38,
7/19/11,SWITCHBACKS,2,41,CHOD,,,1,,,38,
7/19/11,SWITCHBACKS,2,20,CHOD,,,1,,,38,
7/19/11,SWITCHBACKS,2,19.3,CHOD,,,1,,,38,
7/19/11,SWITCHBACKS,2,18.3,CHOD,,,1,,,38,
7/19/11,SWITCHBACKS,2,17.7,CHOD,,,1,,,38,
7/19/11,SWITCHBACKS,2,17.3,CHOD,,,1,,,38,
7/19/11,SWITCHBACKS,2,17.1,CHOD,,,1,,,38,
7/19/11,SWITCHBACKS,2,15.8,CHOD,,,1,,,38,
7/19/11,SWITCHBACKS,2,3.4,CHOD,,,1,,,38,
7/19/11,SWITCHBACKS,2,0.2,CHOD,,,1,,,38,
7/19/11,SWITCHBACKS,2,45.3,CHOD,,,2,,,38,
7/19/11,SWITCHBACKS,2,16.4,CHOD,,,2,,,38,
7/19/11,SWITCHBACKS,2,15.2,CHOD,,,2,,,38,
7/19/11,SWITCHBACKS,2,15,CHOD,,,3,,,38,23
7/19/11,SWITCHBACKS,1,44.4,CHOD,0.2,,,,,38,
7/19/11,SWITCHBACKS,1,35.7,CHOD,,,,,,38,
7/19/11,SWITCHBACKS,1,29.9,CHOD,0.2,,,,,38,
7/19/11,SWITCHBACKS,2,44,CHOD,0.3,,,,,38,
7/19/11,SWITCHBACKS,2,43.9,CHOD,0.3,,,,,38,
7/19/11,SWITCHBACKS,2,43.3,CHOD,0.5,,,trampled,,38,
7/19/11,SWITCHBACKS,2,42.7,CHOD,0.4,,,trampled,,38,
7/19/11,SWITCHBACKS,2,41,CHOD,0.5,,,,,38,
7/19/11,SWITCHBACKS,2,19.1,CHOD,0.2,,,,,38,
7/19/11,SWITCHBACKS,2,18.2,CHOD,0.3,,,,,38,
7/19/11,SWITCHBACKS,2,17.3,CHOD,0.2,,,,,38,
7/19/11,SWITCHBACKS,2,15.4,CHOD,,,,,,38,
7/19/11,SWITCHBACKS,2,3.9,CHOD,0.4,,,,,38,
7/19/11,SWITCHBACKS,2,2.1,CHOD,0.1,,,,,38,
7/19/11,SWITCHBACKS,2,2.7,CHOD,0.2,,,,,38,
7/19/11,SWITCHBACKS,2,45.2,Conyza,0.2,,,,,4,
7/19/11,SWITCHBACKS,2,44.6,Conyza,0.2,,,,,4,
7/19/11,SWITCHBACKS,2,3.7,Conyza,0.1,,,,,4,
7/19/11,SWITCHBACKS,1,30.3,Conyza ,,,1,,,4,
7/19/11,SWITCHBACKS,1,14.3,CYMI,1.9,,,,Asplenium nidus,4,
7/19/11,SWITCHBACKS,1,17.2,CYMI,2.3,,,,,4,
7/19/11,SWITCHBACKS,2,47.9,CYMI,2.5,,,,Jasminum,4,
7/19/11,SWITCHBACKS,2,16.6,CYMI,2.8,,,,Pyrrosia,4,
7/19/11,SWITCHBACKS,2,3,CYMI stump,,,,,,,
7/19/11,SWITCHBACKS,2,13,dead branch,,,,,,,
7/19/11,SWITCHBACKS,1,38,dead CYMI stump,,,,,,,
7/19/11,SWITCHBACKS,1,34.3,dead CYMI stump,,,,,,,
7/19/11,SWITCHBACKS,1,21.2,dead log,,,,,,,
7/19/11,SWITCHBACKS,1,4.5,dead log,,,,,,,
7/19/11,SWITCHBACKS,2,33.6,dead log,,,,,,,
7/19/11,SWITCHBACKS,2,1,dead log,,,,,,,
7/19/11,SWITCHBACKS,2,11,dead log,,,,,,,
7/19/11,SWITCHBACKS,1,41,dead stump,,,,,,,
7/19/11,SWITCHBACKS,1,36.6,dead stump,,,,,,,
7/19/11,SWITCHBACKS,1,36,dead stump,,,,,,,
7/19/11,SWITCHBACKS,1,31.9,dead stump,,,,,,,
7/19/11,SWITCHBACKS,1,30.8,dead stump,,,,,,,
7/19/11,SWITCHBACKS,1,8.2,dead stump,,,,,,,
7/19/11,SWITCHBACKS,1,0.9,dead stump,,,,,,,
7/19/11,SWITCHBACKS,1,24.2,deer scat,,,,,,,
7/19/11,SWITCHBACKS,2,47.7,deer scat,,,,,,,
7/19/11,SWITCHBACKS,2,49,EUTH,8,,,,Jasminum,1,
7/19/11,SWITCHBACKS,1,44.6,FLIN,,,1,,,28,
7/19/11,SWITCHBACKS,1,37.7,FLIN,,,1,,,28,
7/19/11,SWITCHBACKS,2,25.4,FLIN,,,1,,,28,
7/19/11,SWITCHBACKS,2,24.5,FLIN,,,1,,,28,
7/19/11,SWITCHBACKS,2,24,FLIN,,,1,,,28,
7/19/11,SWITCHBACKS,2,23.5,FLIN,,,1,,,28,
7/19/11,SWITCHBACKS,2,19.3,FLIN,,,1,,,28,
7/19/11,SWITCHBACKS,1,46.8,FLIN,,,2,,,28,
7/19/11,SWITCHBACKS,2,27.9,FLIN,,,2,,,28,
7/19/11,SWITCHBACKS,2,23.2,FLIN,,,2,,,28,
7/19/11,SWITCHBACKS,2,23,FLIN,,,2,,,28,
7/19/11,SWITCHBACKS,2,20.4,FLIN,,,2,,,28,
7/19/11,SWITCHBACKS,2,31,FLIN,,,3,,,28,
7/19/11,SWITCHBACKS,2,22,FLIN,,,3,,,28,23
7/19/11,SWITCHBACKS,1,39.7,FLIN,0.2,,,,,28,
7/19/11,SWITCHBACKS,1,35.3,FLIN,,,,,,28,
7/19/11,SWITCHBACKS,2,30,FLIN,,,,,,28,
7/19/11,SWITCHBACKS,2,29,FLIN,,,,,,28,
7/19/11,SWITCHBACKS,2,10.4,FLIN,0.3,,,,,28,
7/19/11,SWITCHBACKS,2,46,GAP covered in PIMI,,,,,,,
7/19/11,SWITCHBACKS,2,40,GAP covered in PIMI,,,,,,,
7/19/11,SWITCHBACKS,1,30.7,grass,0.1,,,,,5,
7/19/11,SWITCHBACKS,1,30.7,grass,0.1,,,,,5,
7/19/11,SWITCHBACKS,1,29.5,grass,0.1,,,,,5,
7/19/11,SWITCHBACKS,2,3.7,grass,,,,,,5,
7/19/11,SWITCHBACKS,2,3,grass,,,,,,5,
7/19/11,SWITCHBACKS,1,29,grassy patch,,,,,,,
7/19/11,SWITCHBACKS,1,28.5,grassy patch,,,,,,,
7/19/11,SWITCHBACKS,1,10.1,GUMA,,,1,,,14,
7/19/11,SWITCHBACKS,1,10.2,GUMA,2.1,,,,PASU,14,
7/19/11,SWITCHBACKS,1,43.8,GUMA,0.4,,,,,14,
7/19/11,SWITCHBACKS,1,43.4,GUMA,0.5,,,,,14,
7/19/11,SWITCHBACKS,1,31.2,GUMA,0.4,,,,,14,
7/19/11,SWITCHBACKS,1,24.4,GUMA,0.6,,,,,14,
7/19/11,SWITCHBACKS,1,14.6,GUMA,0.5,,,,,14,
7/19/11,SWITCHBACKS,1,4.3,GUMA,1.6,,,,,14,
7/19/11,SWITCHBACKS,2,3.7,GUMA,1,,,,CHOD,14,
7/19/11,SWITCHBACKS,2,29.1,GUMA,3.1,,,,FLIN,14,
7/19/11,SWITCHBACKS,2,41.2,GUMA,1.3,,,,PASU,14,
7/19/11,SWITCHBACKS,2,21.3,GUMA,0.3,,,,,14,
7/19/11,SWITCHBACKS,2,18.8,GUMA,1.2,,,,,14,
7/19/11,SWITCHBACKS,2,17.6,GUMA,0.3,,,,,14,
7/19/11,SWITCHBACKS,2,46.7,Jasminum,,,,,,1,
7/19/11,SWITCHBACKS,2,38.8,MATH,,,1,,,16,
7/19/11,SWITCHBACKS,2,35.9,MATH,,,2,,,16,
7/19/11,SWITCHBACKS,2,39,MATH,,,6,,,16,
7/19/11,SWITCHBACKS,2,40,MATH,,,7,,,16,16
7/19/11,SWITCHBACKS,1,20.3,MOCI,,,1,,,2,
7/19/11,SWITCHBACKS,1,29.7,MOCI,0.2,,,,,2,
7/19/11,SWITCHBACKS,2,45,Momordica,,,1,,,1,
7/19/11,SWITCHBACKS,1,47.1,NEOP,,,1,,,55,
7/19/11,SWITCHBACKS,1,46.8,NEOP,,,1,,,55,
7/19/11,SWITCHBACKS,1,46.2,NEOP,,,1,,,55,
7/19/11,SWITCHBACKS,1,45.1,NEOP,,,1,,,55,
7/19/11,SWITCHBACKS,1,43.8,NEOP,,,1,,,55,
7/19/11,SWITCHBACKS,1,27.4,NEOP,,,1,,,55,
7/19/11,SWITCHBACKS,1,18.2,NEOP,,,1,,,55,
7/19/11,SWITCHBACKS,2,46.5,NEOP,,,1,,,55,
7/19/11,SWITCHBACKS,2,45.8,NEOP,,,1,,,55,
7/19/11,SWITCHBACKS,2,39.3,NEOP,,,1,,,55,
7/19/11,SWITCHBACKS,2,39,NEOP,,,1,,,55,
7/19/11,SWITCHBACKS,2,38,NEOP,,,1,,,55,
7/19/11,SWITCHBACKS,2,37,NEOP,,,1,,,55,
7/19/11,SWITCHBACKS,2,32.1,NEOP,,,1,,,55,
7/19/11,SWITCHBACKS,2,25.4,NEOP,,,1,,,55,
7/19/11,SWITCHBACKS,2,21.4,NEOP,,,1,,,55,
7/19/11,SWITCHBACKS,2,20.1,NEOP,,,1,,,55,
7/19/11,SWITCHBACKS,2,10,NEOP,,,1,,,55,
7/19/11,SWITCHBACKS,2,9.5,NEOP,,,1,,,55,
7/19/11,SWITCHBACKS,2,7.1,NEOP,,,1,,,55,
7/19/11,SWITCHBACKS,2,6.2,NEOP,,,1,,,55,
7/19/11,SWITCHBACKS,2,5.7,NEOP,,,1,,,55,
7/19/11,SWITCHBACKS,1,46.6,NEOP,,,2,,,55,
7/19/11,SWITCHBACKS,1,10,NEOP,,,2,,,55,26
7/19/11,SWITCHBACKS,2,15,NEOP,6.1,,,,"Polypodium scolopendra, Asplenium nidus",55,
7/19/11,SWITCHBACKS,1,34,NEOP,1.9,,,,PASU,55,
7/19/11,SWITCHBACKS,1,11.4,NEOP,4.3,,,,PASU,55,
7/19/11,SWITCHBACKS,1,10.7,NEOP,3.8,,,,PASU,55,
7/19/11,SWITCHBACKS,1,49.2,NEOP,2.3,,,,,55,
7/19/11,SWITCHBACKS,1,48.7,NEOP,1.4,,,,,55,
7/19/11,SWITCHBACKS,1,45.9,NEOP,2,,,,,55,
7/19/11,SWITCHBACKS,1,44.6,NEOP,4.7,,,,,55,
7/19/11,SWITCHBACKS,1,37.4,NEOP,0.3,,,,,55,
7/19/11,SWITCHBACKS,1,36.6,NEOP,7.1,,,,,55,
7/19/11,SWITCHBACKS,1,36.2,NEOP,2.5,,,,,55,
7/19/11,SWITCHBACKS,1,36,NEOP,6,,,,,55,
7/19/11,SWITCHBACKS,1,36,NEOP,1,,,,,55,
7/19/11,SWITCHBACKS,1,35.5,NEOP,1.6,,,,,55,
7/19/11,SWITCHBACKS,1,33.9,NEOP,2.2,,,,,55,
7/19/11,SWITCHBACKS,1,33.2,NEOP,2.1,,,,,55,
7/19/11,SWITCHBACKS,1,32.2,NEOP,0.8,,,,,55,
7/19/11,SWITCHBACKS,1,32,NEOP,6.2,,,,,55,
7/19/11,SWITCHBACKS,1,31.9,NEOP,1.3,,,,,55,
7/19/11,SWITCHBACKS,1,31.4,NEOP,6.2,,,,,55,
7/19/11,SWITCHBACKS,1,16.4,NEOP,2.1,,,,,55,
7/19/11,SWITCHBACKS,1,15.7,NEOP,1.7,,,,,55,
7/19/11,SWITCHBACKS,1,10.6,NEOP,0.9,,,,,55,
7/19/11,SWITCHBACKS,1,5.4,NEOP,1.6,,,,,55,
7/19/11,SWITCHBACKS,2,14.8,NEOP,4.7,,,,Asplenium nidus,55,
7/19/11,SWITCHBACKS,2,27.9,NEOP,6.3,,,,FLIN,55,
7/19/11,SWITCHBACKS,2,38.4,NEOP,0.2,,,,,55,
7/19/11,SWITCHBACKS,2,32.4,NEOP,2,,,,,55,
7/19/11,SWITCHBACKS,2,28.6,NEOP,7,,,,,55,
7/19/11,SWITCHBACKS,1,47.1,OCMA,,,1,,,5,
7/19/11,SWITCHBACKS,1,26.5,OCMA,4.5,,,,FLIN,5,
7/19/11,SWITCHBACKS,1,23.1,OCMA,3.1,,,,,5,
7/19/11,SWITCHBACKS,1,2.4,OCMA,4.5,,,,,5,
7/19/11,SWITCHBACKS,2,4.7,OCMA,4.5,,,,,5,
7/19/11,SWITCHBACKS,1,45.9,PASU,,,1,,,21,
7/19/11,SWITCHBACKS,1,29.4,PASU,,,1,,,21,
7/19/11,SWITCHBACKS,1,28,PASU,,,1,,,21,
7/19/11,SWITCHBACKS,1,18.7,PASU,,,1,,,21,
7/19/11,SWITCHBACKS,1,7.7,PASU,,,1,,,21,
7/19/11,SWITCHBACKS,1,7.2,PASU,,,1,,,21,
7/19/11,SWITCHBACKS,1,6,PASU,,,1,,,21,
7/19/11,SWITCHBACKS,2,45.5,PASU,,,1,,,21,
7/19/11,SWITCHBACKS,2,42.4,PASU,,,1,,,21,
7/19/11,SWITCHBACKS,2,32.1,PASU,,,1,,,21,
7/19/11,SWITCHBACKS,2,30.1,PASU,,,1,,,21,
7/19/11,SWITCHBACKS,2,19.3,PASU,,,1,,,21,
7/19/11,SWITCHBACKS,2,16,PASU,,,1,,,21,
7/19/11,SWITCHBACKS,2,3.9,PASU,,,1,,,21,
7/19/11,SWITCHBACKS,2,2.7,PASU,,,1,,,21,
7/19/11,SWITCHBACKS,2,46.2,PASU,,,2,,,21,
7/19/11,SWITCHBACKS,2,18.8,PASU,,,2,,,21,19
7/19/11,SWITCHBACKS,2,44.7,PASU,,,,,,21,
7/19/11,SWITCHBACKS,2,43.9,PASU,0.2,,,,,21,
7/19/11,SWITCHBACKS,2,34.7,pig rooting,,,,,,,
7/19/11,SWITCHBACKS,1,28.2,pig scat,,,,,,,
7/19/11,SWITCHBACKS,2,47.6,pig scat,,,,,,,
7/19/11,SWITCHBACKS,1,15.3,PIGR,10,,,,,1,
7/19/11,SWITCHBACKS,2,46.2,PIMI,0.05,,,,,2,
7/19/11,SWITCHBACKS,2,41.5,PIMI,,,,,,2,
7/19/11,SWITCHBACKS,2,16,Polypodium scolopendria?,,,,,Pyrrosia,7,
7/19/11,SWITCHBACKS,2,49,Polypodium scolopendria?,tiny,,,,,7,
7/19/11,SWITCHBACKS,2,20,Polypodium scolopendria?,0.1,,,,,7,
