"Date","site","Transect","Distance","plant_spp","height","DBH..cm.","seedlings","Herbivory.","Epiphytes","Species.Counts"
"7/19/2011","ritd gate",2,"3.8","NEOP","","",2,"","",42
"7/19/2011","ritd gate",2,"2.9","NEOP","","",2,"","",42
"7/19/2011","ritd gate",2,"2.5","NEOP","","",2,"","",42
"7/19/2011","ritd gate",2,"2","NEOP","","",2,"","",42
"7/19/2011","ritd gate",2,"1","NEOP","","",2,"","",42
"7/19/2011","ritd gate",1,"0.6","NEOP","","",3,"","",42
"7/19/2011","ritd gate",2,"2","NEOP","","",3,"","",42
"7/19/2011","ritd gate",2,"1","NEOP","","",4,"","",42
"7/19/2011","ritd gate",2,"0","NEOP","","",5,"","",42
"7/19/2011","ritd gate",1,"2.3","NEOP","10","",NA,"","Pyrrosia, Polypodium scolopendria",42
"7/19/2011","ritd gate",1,"27.3","NEOP","0.7","",NA,"","",42
"7/19/2011","ritd gate",1,"26.8","NEOP","","",NA,"","",42
"7/19/2011","ritd gate",1,"25.4","NEOP","0.7","",NA,"","",42
"7/19/2011","ritd gate",1,"5.2","NEOP","1.3","",NA,"","",42
"7/19/2011","ritd gate",1,"4","NEOP","4.9","",NA,"","",42
"7/19/2011","ritd gate",1,"0.8","NEOP","10","",NA,"","",42
"7/19/2011","ritd gate",2,"20.1","NEOP","0.9","",NA,"","",42
"7/19/2011","ritd gate",2,"17.6","NEOP","4.1","",NA,"","",42
"7/19/2011","ritd gate",2,"13.6","NEOP","8","",NA,"","",42
"7/19/2011","ritd gate",2,"12.9","NEOP","0.2","",NA,"","",42
"7/19/2011","ritd gate",2,"9.6","NEOP","7.2","",NA,"","",42
"7/19/2011","ritd gate",2,"7.4","NEOP","","",NA,"","",42
"7/19/2011","ritd gate",2,"5.4","NEOP","5.1","",NA,"","",42
"7/19/2011","ritd gate",2,"4.8","NEOP","0.2","",NA,"","",42
"11-Jul","ritd grid",1,"50","NEOP","","",1,"","",134
"11-Jul","ritd grid",1,"48.9","NEOP","","",1,"","",134
"11-Jul","ritd grid",1,"48.3","NEOP","","",1,"","",134
"11-Jul","ritd grid",1,"47.6","NEOP","","",1,"","",134
"11-Jul","ritd grid",1,"47.4","NEOP","","",1,"","",134
"11-Jul","ritd grid",1,"44.1","NEOP","","",1,"","",134
"11-Jul","ritd grid",1,"41.9","NEOP","","",1,"","",134
"11-Jul","ritd grid",1,"41.1","NEOP","","",1,"","",134
"11-Jul","ritd grid",1,"40.4","NEOP","","",1,"","",134
"11-Jul","ritd grid",1,"39.2","NEOP","","",1,"","",134
"11-Jul","ritd grid",1,"38.7","NEOP","","",1,"","",134
"11-Jul","ritd grid",1,"29.6","NEOP","","",1,"","",134
"11-Jul","ritd grid",1,"23.8","NEOP","","",1,"","",134
"11-Jul","ritd grid",1,"20.9","NEOP","","",1,"","",134
"11-Jul","ritd grid",1,"19.7","NEOP","","",1,"","",134
"11-Jul","ritd grid",1,"15.2","NEOP","","",1,"","",134
"11-Jul","ritd grid",1,"13.3","NEOP","","",1,"","",134
"11-Jul","ritd grid",1,"8.6","NEOP","","",1,"","",134
"11-Jul","ritd grid",1,"8.5","NEOP","","",1,"","",134
"11-Jul","ritd grid",1,"8.2","NEOP","","",1,"","",134
"11-Jul","ritd grid",1,"1","NEOP","","",1,"","",134
"11-Jul","ritd grid",2,"44.8","NEOP","","",1,"","",134
"11-Jul","ritd grid",2,"40.5","NEOP","","",1,"","",134
"11-Jul","ritd grid",2,"39.8","NEOP","","",1,"","",134
"11-Jul","ritd grid",2,"39.1","NEOP","","",1,"","",134
"11-Jul","ritd grid",2,"27.8","NEOP","","",1,"","",134
"11-Jul","ritd grid",2,"26.9","NEOP","","",1,"","",134
"11-Jul","ritd grid",2,"25.7","NEOP","","",1,"","",134
"11-Jul","ritd grid",2,"23.6","NEOP","","",1,"","",134
"11-Jul","ritd grid",2,"22.8","NEOP","","",1,"","",134
"11-Jul","ritd grid",2,"21.7","NEOP","","",1,"","",134
"11-Jul","ritd grid",2,"21.4","NEOP","","",1,"","",134
"11-Jul","ritd grid",2,"16.4","NEOP","","",1,"","",134
"11-Jul","ritd grid",2,"15.1","NEOP","","",1,"","",134
"11-Jul","ritd grid",2,"5.8","NEOP","","",1,"","",134
"11-Jul","ritd grid",1,"48.1","NEOP","","",2,"","",134
"11-Jul","ritd grid",1,"38.5","NEOP","","",2,"","",134
"11-Jul","ritd grid",1,"35.7","NEOP","","",2,"","",134
"11-Jul","ritd grid",1,"31.1","NEOP","","",2,"","",134
"11-Jul","ritd grid",1,"29","NEOP","","",2,"","",134
"11-Jul","ritd grid",1,"25","NEOP","","",2,"","",134
"11-Jul","ritd grid",1,"24","NEOP","","",2,"","",134
"11-Jul","ritd grid",1,"6.3","NEOP","","",2,"","",134
"11-Jul","ritd grid",1,"4.8","NEOP","","",2,"","",134
"11-Jul","ritd grid",2,"25.1","NEOP","","",2,"","",134
"11-Jul","ritd grid",2,"24.4","NEOP","","",2,"","",134
"11-Jul","ritd grid",2,"24","NEOP","","",2,"","",134
"11-Jul","ritd grid",2,"22.5","NEOP","","",2,"","",134
"11-Jul","ritd grid",2,"6.6","NEOP","","",2,"","",134
"11-Jul","ritd grid",2,"5","NEOP","","",2,"","",134
"11-Jul","ritd grid",2,"4","NEOP","","",2,"","",134
"11-Jul","ritd grid",1,"28","NEOP","","",3,"","",134
"11-Jul","ritd grid",1,"18.1","NEOP","","",3,"","",134
"11-Jul","ritd grid",2,"44","NEOP","","",3,"","",134
"11-Jul","ritd grid",2,"43","NEOP","","",3,"","",134
"11-Jul","ritd grid",2,"21.9","NEOP","","",3,"","",134
"11-Jul","ritd grid",2,"5.1","NEOP","","",3,"","",134
"11-Jul","ritd grid",2,"4","NEOP","","",3,"","",134
"11-Jul","ritd grid",2,"3","NEOP","","",3,"","",134
"11-Jul","ritd grid",2,"3","NEOP","","",3,"","",134
"11-Jul","ritd grid",2,"2","NEOP","","",3,"","",134
"11-Jul","ritd grid",2,"2","NEOP","","",3,"","",134
"11-Jul","ritd grid",1,"46.5","NEOP","","",4,"","",134
"11-Jul","ritd grid",1,"45.5","NEOP","","",4,"","",134
"11-Jul","ritd grid",1,"7.3","NEOP","","",4,"","",134
"11-Jul","ritd grid",1,"44.5","NEOP","","",7,"","",134
"11-Jul","ritd grid",1,"45.5","NEOP","","",8,"","",134
"11-Jul","ritd grid",1,"44","NEOP","","",8,"","",134
"11-Jul","ritd grid",1,"43","NEOP","","",8,"","",134
"11-Jul","ritd grid",1,"23.3","NEOP","10","110",NA,"","Asplenium nidus",134
"11-Jul","ritd grid",1,"36.4","NEOP","10","130",NA,"","Asplenium nidus, Pyrrosia lanceolata",134
"11-Jul","ritd grid",1,"49.9","NEOP","0.9","",NA,"","",134
"11-Jul","ritd grid",1,"49.4","NEOP","0.4","",NA,"","",134
"11-Jul","ritd grid",1,"48.8","NEOP","0.4","",NA,"","",134
"11-Jul","ritd grid",1,"48.4","NEOP","0.3","",NA,"","",134
"11-Jul","ritd grid",1,"47","NEOP","0.5","",NA,"","",134
"11-Jul","ritd grid",1,"46.5","NEOP","0.2","",NA,"","",134
"11-Jul","ritd grid",1,"45.5","NEOP","7.2","110",NA,"","",134
"11-Jul","ritd grid",1,"43.2","NEOP","8","120",NA,"","",134
"11-Jul","ritd grid",1,"41.9","NEOP","3.1","35",NA,"","",134
"11-Jul","ritd grid",1,"41.9","NEOP","8","40, 45",NA,"","",134
"11-Jul","ritd grid",1,"41.5","NEOP","5.6","49, 20",NA,"","",134
"11-Jul","ritd grid",1,"40.4","NEOP","9","115",NA,"","",134
"11-Jul","ritd grid",1,"37.5","NEOP","4","25",NA,"","",134
"11-Jul","ritd grid",1,"36.7","NEOP","2.8","18",NA,"","",134
"11-Jul","ritd grid",1,"33.1","NEOP","0.4","",NA,"","",134
"11-Jul","ritd grid",1,"33","NEOP","2.5","20, 15",NA,"","",134
"11-Jul","ritd grid",1,"32","NEOP","10","90",NA,"","",134
"11-Jul","ritd grid",1,"31.5","NEOP","10","90",NA,"","",134
"11-Jul","ritd grid",1,"26.8","NEOP","6","18, 40",NA,"","",134
"11-Jul","ritd grid",1,"25.7","NEOP","","",NA,"","",134
"11-Jul","ritd grid",1,"24.9","NEOP","4.3","38",NA,"","",134
"11-Jul","ritd grid",1,"24.2","NEOP","3.1","41",NA,"","",134
"11-Jul","ritd grid",1,"21.8","NEOP","0.3","",NA,"","",134
"11-Jul","ritd grid",1,"21.7","NEOP","0.5","",NA,"","",134
"11-Jul","ritd grid",1,"17.7","NEOP","5.8","33",NA,"","",134
"11-Jul","ritd grid",1,"17.1","NEOP","0.4","",NA,"","",134
"11-Jul","ritd grid",1,"15.8","NEOP","2.8","21",NA,"","",134
"11-Jul","ritd grid",1,"12.5","NEOP","6","40",NA,"","",134
"11-Jul","ritd grid",1,"7.8","NEOP","12","110",NA,"","",134
"11-Jul","ritd grid",2,"49.8","NEOP","6","70",NA,"","",134
"11-Jul","ritd grid",2,"48.2","NEOP","1.5","10",NA,"","",134
"11-Jul","ritd grid",2,"46.8","NEOP","2.1","17",NA,"","",134
"11-Jul","ritd grid",2,"46","NEOP","1.8","17",NA,"","",134
"11-Jul","ritd grid",2,"43.6","NEOP","0.4","",NA,"","",134
"11-Jul","ritd grid",2,"43","NEOP","2.1","16",NA,"","",134
"11-Jul","ritd grid",2,"42.8","NEOP","2.5","18",NA,"","",134
"11-Jul","ritd grid",2,"41.2","NEOP","3","28",NA,"","",134
"11-Jul","ritd grid",2,"40.5","NEOP","1","",NA,"","",134
"11-Jul","ritd grid",2,"40","NEOP","2.2","18, 22",NA,"","",134
"11-Jul","ritd grid",2,"36.4","NEOP","1.1","",NA,"","",134
"11-Jul","ritd grid",2,"35.5","NEOP","1.3","",NA,"","",134
"11-Jul","ritd grid",2,"35.1","NEOP","6.5","",NA,"","",134
"11-Jul","ritd grid",2,"34.3","NEOP","2.1","12",NA,"","",134
"11-Jul","ritd grid",2,"32.4","NEOP","0.4","",NA,"","",134
"11-Jul","ritd grid",2,"27.2","NEOP","4","21, 29",NA,"","",134
"11-Jul","ritd grid",2,"26.1","NEOP","4.1","30",NA,"","",134
"11-Jul","ritd grid",2,"25.9","NEOP","1.8","18",NA,"","",134
"11-Jul","ritd grid",2,"25.3","NEOP","4","",NA,"","",134
"11-Jul","ritd grid",2,"23.4","NEOP","0.4","",NA,"","",134
"11-Jul","ritd grid",2,"22.9","NEOP","0.3","",NA,"","",134
"11-Jul","ritd grid",2,"21.6","NEOP","7.2","",NA,"","",134
"11-Jul","ritd grid",2,"17.7","NEOP","","",NA,"","",134
"11-Jul","ritd grid",2,"16.8","NEOP","0.3","",NA,"","",134
"11-Jul","ritd grid",2,"16.1","NEOP","0.4","",NA,"","",134
"11-Jul","ritd grid",2,"15.8","NEOP","0.5","",NA,"","",134
"11-Jul","ritd grid",2,"15.6","NEOP","2.2","",NA,"","",134
"11-Jul","ritd grid",2,"15.2","NEOP","1.7","",NA,"","",134
"11-Jul","ritd grid",2,"15","NEOP","1.6","",NA,"","",134
"11-Jul","ritd grid",2,"15","NEOP","0.5","",NA,"","",134
"11-Jul","ritd grid",2,"11.9","NEOP","2.2","",NA,"","",134
"11-Jul","ritd grid",2,"8.9","NEOP","2","",NA,"","",134
"11-Jul","ritd grid",2,"4","NEOP","12","",NA,"","",134
"11-Jul","ritd grid",2,"3","NEOP","4","",NA,"","",134
"9/8/2011","sblas",1,"26.3","NEOP","","",1,"","",32
"9/8/2011","sblas",1,"16.3","NEOP","","",1,"","",32
"9/8/2011","sblas",2,"7.5","NEOP","","",1,"","",32
"9/8/2011","sblas",2,"6.1","NEOP","","",1,"","",32
"9/8/2011","sblas",2,"5.3","NEOP","","",1,"","",32
"9/8/2011","sblas",2,"3.7","NEOP","","",1,"","",32
"9/8/2011","sblas",1,"24.7","NEOP","","",2,"","",32
"9/8/2011","sblas",1,"18.4","NEOP","","",2,"","",32
"9/8/2011","sblas",2,"8","NEOP","","",2,"","",32
"9/8/2011","sblas",2,"6.9","NEOP","","",2,"","",32
"9/8/2011","sblas",1,"18","NEOP","","",3,"","",32
"9/8/2011","sblas",1,"17","NEOP","","",3,"","",32
"9/8/2011","sblas",1,"12.8","NEOP","2.1","",NA,"","PASU",32
"9/8/2011","sblas",1,"20.2","NEOP","0.3","",NA,"","",32
"9/8/2011","sblas",1,"16.7","NEOP","0.4","",NA,"","",32
"9/8/2011","sblas",1,"16.2","NEOP","1.5","",NA,"","",32
"9/8/2011","sblas",1,"14.6","NEOP","1","",NA,"","",32
"9/8/2011","sblas",2,"7.6","NEOP","0.3","",NA,"","",32
"9/8/2011","sblas",2,"4.6","NEOP","8.2","",NA,"","",32
"9/8/2011","sblas",2,"4","NEOP","3.1","",NA,"","",32
"9/8/2011","sblas",2,"3.1","NEOP","1.1","",NA,"","",32
"9/8/2011","sblas",2,"2.9","NEOP","10","",NA,"","",32
"9/8/2011","sblas",2,"0.8","NEOP","4.2","",NA,"","",32
"9/8/2011","sblas",2,"0.7","NEOP","1.5","",NA,"","",32
"7/19/2011","switchbacks",1,"47.1","NEOP","","",1,"","",55
"7/19/2011","switchbacks",1,"46.8","NEOP","","",1,"","",55
"7/19/2011","switchbacks",1,"46.2","NEOP","","",1,"","",55
"7/19/2011","switchbacks",1,"45.1","NEOP","","",1,"","",55
"7/19/2011","switchbacks",1,"43.8","NEOP","","",1,"","",55
"7/19/2011","switchbacks",1,"27.4","NEOP","","",1,"","",55
"7/19/2011","switchbacks",1,"18.2","NEOP","","",1,"","",55
"7/19/2011","switchbacks",2,"46.5","NEOP","","",1,"","",55
"7/19/2011","switchbacks",2,"45.8","NEOP","","",1,"","",55
"7/19/2011","switchbacks",2,"39.3","NEOP","","",1,"","",55
"7/19/2011","switchbacks",2,"39","NEOP","","",1,"","",55
"7/19/2011","switchbacks",2,"38","NEOP","","",1,"","",55
"7/19/2011","switchbacks",2,"37","NEOP","","",1,"","",55
"7/19/2011","switchbacks",2,"32.1","NEOP","","",1,"","",55
"7/19/2011","switchbacks",2,"25.4","NEOP","","",1,"","",55
"7/19/2011","switchbacks",2,"21.4","NEOP","","",1,"","",55
"7/19/2011","switchbacks",2,"20.1","NEOP","","",1,"","",55
"7/19/2011","switchbacks",2,"10","NEOP","","",1,"","",55
"7/19/2011","switchbacks",2,"9.5","NEOP","","",1,"","",55
"7/19/2011","switchbacks",2,"7.1","NEOP","","",1,"","",55
"7/19/2011","switchbacks",2,"6.2","NEOP","","",1,"","",55
"7/19/2011","switchbacks",2,"5.7","NEOP","","",1,"","",55
"7/19/2011","switchbacks",1,"46.6","NEOP","","",2,"","",55
"7/19/2011","switchbacks",1,"10","NEOP","","",2,"","",55
"7/19/2011","switchbacks",2,"15","NEOP","6.1","",NA,"","Polypodium scolopendra, Asplenium nidus",55
"7/19/2011","switchbacks",1,"34","NEOP","1.9","",NA,"","PASU",55
"7/19/2011","switchbacks",1,"11.4","NEOP","4.3","",NA,"","PASU",55
"7/19/2011","switchbacks",1,"10.7","NEOP","3.8","",NA,"","PASU",55
"7/19/2011","switchbacks",1,"49.2","NEOP","2.3","",NA,"","",55
"7/19/2011","switchbacks",1,"48.7","NEOP","1.4","",NA,"","",55
"7/19/2011","switchbacks",1,"45.9","NEOP","2","",NA,"","",55
"7/19/2011","switchbacks",1,"44.6","NEOP","4.7","",NA,"","",55
"7/19/2011","switchbacks",1,"37.4","NEOP","0.3","",NA,"","",55
"7/19/2011","switchbacks",1,"36.6","NEOP","7.1","",NA,"","",55
"7/19/2011","switchbacks",1,"36.2","NEOP","2.5","",NA,"","",55
"7/19/2011","switchbacks",1,"36","NEOP","6","",NA,"","",55
"7/19/2011","switchbacks",1,"36","NEOP","1","",NA,"","",55
"7/19/2011","switchbacks",1,"35.5","NEOP","1.6","",NA,"","",55
"7/19/2011","switchbacks",1,"33.9","NEOP","2.2","",NA,"","",55
"7/19/2011","switchbacks",1,"33.2","NEOP","2.1","",NA,"","",55
"7/19/2011","switchbacks",1,"32.2","NEOP","0.8","",NA,"","",55
"7/19/2011","switchbacks",1,"32","NEOP","6.2","",NA,"","",55
"7/19/2011","switchbacks",1,"31.9","NEOP","1.3","",NA,"","",55
"7/19/2011","switchbacks",1,"31.4","NEOP","6.2","",NA,"","",55
"7/19/2011","switchbacks",1,"16.4","NEOP","2.1","",NA,"","",55
"7/19/2011","switchbacks",1,"15.7","NEOP","1.7","",NA,"","",55
"7/19/2011","switchbacks",1,"10.6","NEOP","0.9","",NA,"","",55
"7/19/2011","switchbacks",1,"5.4","NEOP","1.6","",NA,"","",55
"7/19/2011","switchbacks",2,"14.8","NEOP","4.7","",NA,"","Asplenium nidus",55
"7/19/2011","switchbacks",2,"27.9","NEOP","6.3","",NA,"","FLIN",55
"7/19/2011","switchbacks",2,"38.4","NEOP","0.2","",NA,"","",55
"7/19/2011","switchbacks",2,"32.4","NEOP","2","",NA,"","",55
"7/19/2011","switchbacks",2,"28.6","NEOP","7","",NA,"","",55
"9/1/2011","tangison",1,"1.7","NEOP","","",1,"","",69
"9/1/2011","tangison",2,"47.8","NEOP","","",1,"","",69
"9/1/2011","tangison",2,"47.3","NEOP","","",1,"","",69
"9/1/2011","tangison",2,"43","NEOP","","",1,"","",69
"9/1/2011","tangison",2,"40.4","NEOP","","",1,"","",69
"9/1/2011","tangison",2,"40","NEOP","","",1,"","",69
"9/1/2011","tangison",2,"38.9","NEOP","","",1,"","",69
"9/1/2011","tangison",2,"39.1","NEOP","","",1,"","",69
"9/1/2011","tangison",2,"36.8","NEOP","","",1,"","",69
"9/1/2011","tangison",2,"32.5","NEOP","","",1,"","",69
"9/1/2011","tangison",2,"31.9","NEOP","","",1,"","",69
"9/1/2011","tangison",2,"31.3","NEOP","","",1,"","",69
"9/1/2011","tangison",2,"29.3","NEOP","","",1,"","",69
"9/1/2011","tangison",2,"28.7","NEOP","","",1,"","",69
"9/1/2011","tangison",2,"7.4","NEOP","","",1,"","",69
"9/1/2011","tangison",2,"4.5","NEOP","","",1,"","",69
"9/1/2011","tangison",2,"2.7","NEOP","","",1,"","",69
"9/1/2011","tangison",2,"1.5","NEOP","","",1,"","",69
"9/1/2011","tangison",2,"47","NEOP","","",2,"","",69
"9/1/2011","tangison",2,"26.2","NEOP","","",2,"","",69
"9/1/2011","tangison",2,"2.1","NEOP","","",2,"","",69
"9/1/2011","tangison",2,"50","NEOP","","",3,"","",69
"9/1/2011","tangison",2,"49","NEOP","","",3,"","",69
"9/1/2011","tangison",2,"48","NEOP","","",3,"","",69
"9/1/2011","tangison",2,"46","NEOP","","",3,"","",69
"9/1/2011","tangison",2,"45.9","NEOP","","",3,"","",69
"9/1/2011","tangison",2,"49","NEOP","","",4,"","",69
"9/1/2011","tangison",2,"49.3","NEOP","","",8,"","",69
"9/1/2011","tangison",1,"10.3","NEOP","13","",NA,"","Asplenium nidus, POSC, FLIN",69
"9/1/2011","tangison",1,"25.4","NEOP","7","",NA,"","",69
"9/1/2011","tangison",2,"35.7","NEOP","7.8","",NA,"","Asplenium nidus",69
"9/1/2011","tangison",2,"46.5","NEOP","14","",NA,"","FLIN",69
"9/1/2011","tangison",2,"37.1","NEOP","6.1","",NA,"","FLIN",69
"9/1/2011","tangison",2,"27.7","NEOP","10.5","",NA,"","FLIN",69
"9/1/2011","tangison",2,"23.8","NEOP","14","",NA,"","FLIN",69
"9/1/2011","tangison",2,"3.9","NEOP","8","",NA,"","FLIN",69
"9/1/2011","tangison",2,"45.7","NEOP","13","",NA,"","",69
"9/1/2011","tangison",2,"44.6","NEOP","4.1","",NA,"","",69
"9/1/2011","tangison",2,"44.4","NEOP","4.6","",NA,"","",69
"9/1/2011","tangison",2,"43.3","NEOP","14","",NA,"","",69
"9/1/2011","tangison",2,"38.5","NEOP","9.5","",NA,"","",69
"9/1/2011","tangison",2,"38","NEOP","3.7","",NA,"","",69
"9/1/2011","tangison",2,"37.7","NEOP","11","",NA,"","",69
"9/1/2011","tangison",2,"34.3","NEOP","8.5","",NA,"","",69
"9/1/2011","tangison",2,"31.9","NEOP","5","",NA,"","",69
"9/1/2011","tangison",2,"31.3","NEOP","6","",NA,"","",69
"10/5/2011","aafb golf",1,"47.1","Nephrolepis","0.5","",NA,"","",1
"11-Jul","racetrack",1,"48.5","Nephrolepis","0.1","",NA,"","",2
"11-Jul","racetrack",1,"48.4","Nephrolepis","2","",NA,"","",2
"9/29/2011","hmu",1,"0","Nervila","","",1,"","",6
"9/29/2011","hmu",1,"1","Nervilia","","",2,"","",6
"9/29/2011","hmu",1,"1","Nervilia","","",3,"","",6
"9/29/2011","hmu",1,"2","Nervilia","","",4,"","",6
"9/29/2011","hmu",1,"2.1","Nervilia","","",NA,"","",6
"9/29/2011","hmu",2,"0.1","Nervilia","","",NA,"","",6
"9/8/2011","sblas",2,"31.2","Nervilia","","",1,"","",3
"9/8/2011","sblas",2,"30.5","Nervilia","","",1,"","",3
"9/8/2011","sblas",2,"27.7","Nervilia","","",NA,"","",3
"9/1/2011","tangison",1,"18","Nervilia","","",1,"","",11
"9/1/2011","tangison",1,"16","Nervilia","","",1,"","",11
"9/1/2011","tangison",1,"15.1","Nervilia","","",1,"","",11
"9/1/2011","tangison",1,"10.3","Nervilia","","",1,"","",11
"9/1/2011","tangison",2,"6.5","Nervilia","","",1,"","",11
"9/1/2011","tangison",1,"8.7","Nervilia","","",2,"","",11
"9/1/2011","tangison",1,"8.2","Nervilia","","",2,"","",11
"9/1/2011","tangison",2,"10.4","Nervilia","","",2,"","",11
"8/24/2011","anao n",2,"4.3","Nervillia","","",1,"","",5
"8/24/2011","anao n",2,"5.5","Nervillia","","",2,"","",5
"8/24/2011","anao n",2,"3.3","Nervillia","","",NA,"","",5
"8/24/2011","anao n",2,"3.3","Nervillia","","",NA,"","",5
"8/24/2011","anao n",2,"3.3","Nervillia","","",NA,"","",5
"7/27/2011","anao s",1,"31.8","Nervillia","","",1,"","",3
"7/27/2011","anao s",1,"11.4","Nervillia","","",1,"","",3
"7/27/2011","anao s",1,"37.6","Nervillia","","",NA,"","",3
"8/25/2011","nblas",2,"11","Nervillia","","",1,"","",1
"10/5/2011","aafb golf",2,"49","OCMA","","",1,"","",22
"10/5/2011","aafb golf",2,"23.1","OCMA","","",1,"","",22
"10/5/2011","aafb golf",2,"4.4","OCMA","","",1,"","",22
"10/5/2011","aafb golf",2,"49.5","OCMA","","",2,"","",22
"10/5/2011","aafb golf",1,"4.5","OCMA","2.6","",NA,"","",22
"10/5/2011","aafb golf",2,"4.4","OCMA","0.4","",NA,"","MIMI",22
"10/5/2011","aafb golf",2,"49.1","OCMA","1.1","",NA,"","",22
"10/5/2011","aafb golf",2,"44.3","OCMA","2.1","",NA,"","",22
"10/5/2011","aafb golf",2,"30.3","OCMA","5.1","",NA,"","",22
"10/5/2011","aafb golf",2,"28.6","OCMA","5","",NA,"","",22
"10/5/2011","aafb golf",2,"28.3","OCMA","4.8","",NA,"","",22
"10/5/2011","aafb golf",2,"27.8","OCMA","7.9","",NA,"","",22
"10/5/2011","aafb golf",2,"27.6","OCMA","3.4","",NA,"","",22
"10/5/2011","aafb golf",2,"26","OCMA","5.3","",NA,"","",22
"10/5/2011","aafb golf",2,"25.7","OCMA","7.8","",NA,"","",22
"10/5/2011","aafb golf",2,"24.8","OCMA","8.3","",NA,"","",22
"10/5/2011","aafb golf",2,"24.3","OCMA","1.3","",NA,"","",22
"10/5/2011","aafb golf",2,"23.1","OCMA","4","",NA,"","",22
"10/5/2011","aafb golf",2,"19.2","OCMA","1.4","",NA,"","",22
"10/5/2011","aafb golf",2,"13.2","OCMA","7.7","",NA,"","",22
"10/5/2011","aafb golf",2,"12.6","OCMA","0.5","",NA,"","",22
"8/24/2011","anao n",1,"15.1","OCMA","","",1,"","",5
"8/24/2011","anao n",2,"13.5","OCMA","0.7","",NA,"","FLIN",5
"8/24/2011","anao n",2,"21.3","OCMA","4","",NA,"","MIMI",5
"8/24/2011","anao n",2,"29.6","OCMA","4.9","",NA,"","",5
"8/24/2011","anao n",2,"10.5","OCMA","1.8","",NA,"","",5
"7/27/2011","anao s",1,"17.2","OCMA","","",1,"","",12
"7/27/2011","anao s",1,"4.7","OCMA","8","",NA,"","FLIN",12
"7/27/2011","anao s",1,"22.7","OCMA","","",NA,"","PASU",12
"7/27/2011","anao s",1,"26.9","OCMA","6.5","",NA,"","",12
"7/27/2011","anao s",1,"23.7","OCMA","2.3","",NA,"","",12
"7/27/2011","anao s",1,"20.2","OCMA","2.5","",NA,"","",12
"7/27/2011","anao s",1,"17","OCMA","6.3","",NA,"","",12
"7/27/2011","anao s",1,"14.6","OCMA","8.2","",NA,"","",12
"7/27/2011","anao s",1,"13.2","OCMA","2.8","",NA,"","",12
"7/27/2011","anao s",1,"12.7","OCMA","1.6","",NA,"","",12
"7/27/2011","anao s",1,"12.5","OCMA","1.6","",NA,"","",12
"7/27/2011","anao s",1,"10.4","OCMA","1.2","",NA,"","",12
"8/25/2011","nblas",2,"44.8","OCMA","2","",NA,"","",2
"8/25/2011","nblas",2,"30.9","OCMA","0.3","",NA,"","",2
"11/3/2011","nw field",2,"7","OCMA","","",1,"","",58
"11/3/2011","nw field",2,"7.6","OCMA","","",1,"","",57
"11/3/2011","nw field",2,"8","OCMA","","",1,"","",57
"11/3/2011","nw field",2,"24","OCMA","","",1,"","",57
"11/3/2011","nw field",2,"24.4","OCMA","","",1,"","",57
"11/3/2011","nw field",2,"27.5","OCMA","","",1,"","",57
"11/3/2011","nw field",1,"40","OCMA","2.8","",NA,"","",58
"11/3/2011","nw field",1,"33.3","OCMA","2.8","",NA,"","",58
"11/3/2011","nw field",1,"25.3","OCMA","4.3","",NA,"","",58
"11/3/2011","nw field",1,"18","OCMA","5.8","",NA,"","",58
"11/3/2011","nw field",1,"17","OCMA","1.3","",NA,"","",58
"11/3/2011","nw field",1,"16.8","OCMA","1","",NA,"","",58
"11/3/2011","nw field",1,"16.5","OCMA","0.6","",NA,"","",58
"11/3/2011","nw field",1,"16.3","OCMA","4.3","",NA,"","",58
"11/3/2011","nw field",1,"15.5","OCMA","0.4","",NA,"","",58
"11/3/2011","nw field",1,"9.6","OCMA","2.3","",NA,"","",58
"11/3/2011","nw field",1,"8.1","OCMA","4","",NA,"","",58
"11/3/2011","nw field",1,"7.6","OCMA","3.5","",NA,"","",58
"11/3/2011","nw field",1,"7.2","OCMA","0.4","",NA,"","",58
"11/3/2011","nw field",1,"7","OCMA","2.7","",NA,"","",58
"11/3/2011","nw field",1,"6.8","OCMA","2.2","",NA,"","",58
"11/3/2011","nw field",1,"5.6","OCMA","4","",NA,"","",58
"11/3/2011","nw field",1,"5.4","OCMA","1.1","",NA,"","",58
"11/3/2011","nw field",1,"4.2","OCMA","1.7","",NA,"","",58
"11/3/2011","nw field",1,"1.2","OCMA","1.6","",NA,"","",58
"11/3/2011","nw field",2,"3.5","OCMA","3.2","",NA,"","",58
"11/3/2011","nw field",2,"3.7","OCMA","1.7","",NA,"","",58
"11/3/2011","nw field",2,"3.8","OCMA","3","",NA,"","",58
"11/3/2011","nw field",2,"4.5","OCMA","4","",NA,"","",58
"11/3/2011","nw field",2,"5.2","OCMA","0.8","",NA,"","",58
"11/3/2011","nw field",2,"6.5","OCMA","4","",NA,"","",58
"11/3/2011","nw field",2,"7.3","OCMA","4.1","",NA,"","",57
"11/3/2011","nw field",2,"7.4","OCMA","1.3","",NA,"","",57
"11/3/2011","nw field",2,"7.6","OCMA","3.7","",NA,"","",57
"11/3/2011","nw field",2,"7.7","OCMA","1.5","",NA,"","",57
"11/3/2011","nw field",2,"11","OCMA","2.5","",NA,"","",57
"11/3/2011","nw field",2,"12.5","OCMA","2.6","",NA,"","",57
